Test name,Test ID,Result,Comments
"Audio subsystem detection (Ubuntu)",AUD001.201,PASS,
"Audio subsystem detection (Windows)",AUD001.301,PASS,
"Change Auto Boot Time-out and check after reboot",BMM001.001,PASS,
"F9 resets Auto Boot Time-out to default value",BMM002.001,PASS,
"Check Auto Boot Time-out option not accept non-numeric values",BMM003.001,PASS,
"Serial boot time measure: coreboot booting time after coldboot (Ubuntu)",CBMEM001.201,PASS,
"Serial boot time measure: coreboot booting time after coldboot (Fedora)",CBMEM001.202,NOT TESTED,
"Serial boot time measure: coreboot booting time after warmboot (Ubuntu)",CBMEM002.201,PASS,
"Serial boot time measure: coreboot booting time after warmboot (Fedora)",CBMEM002.202,NOT TESTED,
"Serial boot time measure: coreboot booting time after system reboot (Ubuntu)",CBMEM003.201,PASS,
"Serial boot time measure: coreboot booting time after system reboot (Fedora)",CBMEM003.202,NOT TESTED,
"CPU not stuck on initial frequency (Ubuntu)",CPF001.201,PASS,
"CPU not stuck on initial frequency (Windows)",CPF001.301,PASS,
"CPU runs on expected frequency (Ubuntu)",CPF005.201,PASS,
"CPU runs on expected frequency (Windows)",CPF005.301,PASS,
"CPU with load runs on expected frequency (Ubuntu)",CPF009.201,PASS,
"CPU with load runs on expected frequency (Windows)",CPF009.301,PASS,
"CPU temperature without load (Ubuntu)",CPT001.201,PASS,
"CPU temperature after stress test (Ubuntu)",CPT005.201,PASS,
"CPU works (Ubuntu)",CPU001.201,PASS,
"CPU works (Windows)",CPU001.301,PASS,
"CPU cache enabled (Ubuntu)",CPU002.201,PASS,
"CPU cache enabled (Windows)",CPU002.301,PASS,
"Multiple CPU support (Ubuntu)",CPU003.201,PASS,
"Multiple CPU support (Windows)",CPU003.301,PASS,
"Multiple-core support (Ubuntu)",CPU004.201,PASS,
"Multiple-core support (Windows)",CPU004.301,PASS,
"Change the UUID (Ubuntu)",DCU001.201,PASS,
"Change the serial number (Ubuntu)",DCU002.201,PASS,
"Change the bootsplash logo (Ubuntu)",DCU003.201,PASS,"man."
"Verify the firmware version",DMI002.201,PASS,
"Verify the firmware product name",DMI003.201,PASS,
"Verify the firmware release date",DMI004.201,PASS,
"Verify the firmware manufacturer",DMI005.201,PASS,
"Verify the firmware vendor",DMI006.201,PASS,
"Verify the firmware family",DMI007.201,PASS,
"Verify the firmware type",DMI008.201,PASS,
"Boot into UEFI OS (Ubuntu)",EFI001.201,PASS,
"Boot into UEFI OS (Windows)",EFI001.301,PASS,
"Measured Boot support (Ubuntu)",MBO001.201,PASS,
"eMMC support (Ubuntu)",MMC001.001,PASS,
"ME disable option is available and has the correct default state",MNE001.001,PASS,
"ME disable option off works correctly (Ubuntu)",MNE002.001,PASS,
"ME disable option soft disable works correctly (Ubuntu)",MNE003.001,PASS,
"ME disable HAP bit option works correctly (Ubuntu)",MNE004.001,PASS,
"PCI Express 5.0 port is functional when ME disabled (Ubuntu)",MNE005.001,NOT TESTED,
"Check Intel ME version",MNE006.001,PASS,
"Netboot is available",NBT001.001,PASS,
"OS Selection & Utilities is available",NBT002.001,PASS,
"iPXE boot is available",NBT003.001,PASS,
"Advanced option is available",NBT006.001,PASS,
"Change netboot URL works correctly",NBT007.001,PASS,
"NVMe support in OS (Ubuntu)",NVM001.201,PASS,
"NVMe support in OS (Windows)",NVM001.301,PASS,"man."
"Check Power State After Power Failure default state (firmware)",PSF001.001,PASS,
"Powered Off State Restoration Test",PSF002.001,PASS,"problem with testing environment:https://github.com/Dasharo/open-source-firmware-validation/issues/930"
"Powered On State Restoration Test",PSF003.001,PASS,
"Previous Power State Restoration Test - Powered Off",PSF004.001,PASS,
"Previous Power State Restoration Test - Powered On",PSF004.002,PASS,"problem with testing environment: https://github.com/Dasharo/open-source-firmware-validation/issues/930
"
"SATA support in firmware",SAT001.001,PASS,
"SATA support in OS (Windows}",SAT001.003,PASS,
"SATA support in OS (Ubuntu}",SAT001.201,PASS,
"SATA Support (XCP-NG)",SAT001.205,NOT TESTED,
"SATA support in OS (ESXi)",SAT001.401,NOT TESTED,
"Check Secure Boot default state (firmware)",SBO001.001,PASS,
"UEFI Secure Boot (Ubuntu)",SBO002.001,PASS,
"UEFI Secure Boot (Windows)",SBO002.002,PASS,
"Reset Secure Boot Keys option availability (firmware)",SBO006.001,PASS,
"CPU clock speed displayed in setup menu",SET001.001,PASS,
"RAM speed displayed in setup menu",SET002.001,PASS,
"RAM size displayed in setup menu",SET003.001,PASS,
"Expected CPU clock speed displayed in setup menu",SET004.001,PASS,
"Expected RAM speed displayed in setup menu",SET005.001,PASS,
