Test name,Test ID,Result,Comments
"Audio subsystem detection (Ubuntu)",AUD001.201,PASS,
"Audio subsystem detection (Windows)",AUD001.301,PASS,
"HDMI audio recognition (Ubuntu)",AUD007.201,PASS,
"HDMI audio recognition (Windows)",AUD007.301,PASS,
"HDMI audio playback (Ubuntu)",AUD008.201,PASS,
"HDMI audio playback (Windows)",AUD008.301,PASS,
"Boot Debian LTS from disk after cold-boot",BDE001.001,PASS,
"Boot Debian LTS from disk after warm-boot",BDE002.001,PASS,
"Boot Debian LTS from disk after reboot",BDE003.001,PASS,
"Boot FreeBSD-RELEASE from disk after cold-boot",BFB001.001,PASS,
"Boot FreeBSD-RELEASE from disk after warm-boot",BFB002.001,PASS,
"Boot FreeBSD-RELEASE from disk after reboot",BFB003.001,PASS,
"BIOS lock support (Ubuntu)",BLS001.201,PASS,
"BIOS lock support deactivation (Ubuntu)",BLS002.201,PASS,
"Change Auto Boot Time-out and check after reboot",BMM001.001,PASS,
"F9 resets Auto Boot Time-out to default value",BMM002.001,PASS,
"Check Auto Boot Time-out option not accept non-numeric values",BMM003.001,PASS,
"Boot OPNsense (serial output) from disk after cold-boot",BOS001.001,PASS,
"Boot OPNsense (serial output) from disk after warm-boot",BOS002.001,PASS,
"Boot OPNsense (serial output) from disk after reboot",BOS003.001,PASS,
"Boot OPNsense (VGA output) from disk after cold-boot",BOV001.001,PASS,
"Boot OPNsense (VGA output) from disk after warm-boot",BOV002.001,PASS,
"Boot OPNsense (VGA output) from disk after reboot",BOV003.001,PASS,
"Boot Proxmox Virtual Environment from disk after cold-boot",BPM001.001,PASS,
"Boot Proxmox Virtual Environment from disk after warm-boot",BPM002.001,PASS,
"Boot Proxmox Virtual Environment from disk after reboot",BPM003.001,PASS,
"Boot pfSense LTS CE (serial output) from disk after cold-boot",BPS001.001,PASS,
"Boot pfSense LTS CE (serial output) from disk after warm-boot",BPS002.001,PASS,
"Boot pfSense LTS CE (serial output) from disk after reboot",BPS003.001,PASS,
"Boot pfSense LTS CE (VGA output) from disk after cold-boot",BPV001.001,PASS,
"Boot pfSense LTS CE (VGA output) from disk after warm-boot",BPV002.001,PASS,
"Boot pfSense LTS CE (VGA output) from disk after reboot",BPV003.001,PASS,
"FreeBSD installation and boot",BSD001.001,PASS,
"Boot Ubuntu LTS from disk after cold-boot",BUB001.001,PASS,
"Boot Ubuntu LTS from disk after warm-boot",BUB002.001,PASS,
"Boot Ubuntu LTS from disk after reboot",BUB003.001,PASS,
"Boot Ubuntu Server LTS from disk after cold-boot",BUS001.001,PASS,
"Boot Ubuntu Server LTS from disk after warm-boot",BUS002.001,PASS,
"Boot Ubuntu Server LTS from disk after reboot",BUS003.001,PASS,
"Boot Windows 11 from disk after cold-boot",BWI001.001,PASS,
"Boot Windows 11 from disk after warm-boot",BWI002.001,PASS,
"Boot Windows 11 from disk after reboot",BWI003.001,PASS,
"Custom boot menu key",CBK001.001,PASS,
"Custom BIOS Menu Key",CBK002.001,PASS,
"Serial boot time measure: coreboot booting time after coldboot",CBMEM001.201,PASS,
"Serial boot time measure: coreboot booting time after warmboot",CBMEM002.201,PASS,
"Serial boot time measure: coreboot booting time after system reboot",CBMEM003.201,PASS,
"Custom boot logo",CLG001.001,PASS,
"Only one iPXE in boot menu",CNB001.201,PASS,
"CPU not stuck on initial frequency (Ubuntu)",CPF001.201,PASS,
"CPU runs on expected frequency (Ubuntu)",CPF005.201,PASS,
"CPU with load runs on expected frequency (Ubuntu)",CPF009.201,PASS,
"CPU temperature without load (Ubuntu)",CPT001.201,PASS,
"CPU temperature after stress test (Ubuntu)",CPT005.201,PASS,
"CPU works (Ubuntu)",CPU001.201,PASS,
"CPU works (Windows)",CPU001.301,PASS,
"CPU cache enabled (Ubuntu)",CPU002.201,PASS,
"CPU cache enabled (Windows)",CPU002.301,PASS,
"Multiple CPU support (Ubuntu)",CPU003.201,PASS,
"Multiple CPU support (Windows)",CPU003.301,PASS,
"Multiple-core support (Ubuntu)",CPU004.201,PASS,
"Multiple-core support (Windows)",CPU004.301,PASS,
"Change the UUID",DCU001.201,PASS,
"Change the serial number",DCU002.201,PASS,
"Change the bootsplash logo",DCU003.201,PASS,
"Verify the firmware version",DMI002.201,PASS,
"Verify the firmware product name",DMI003.201,PASS,
"Verify the firmware release date",DMI004.201,PASS,
"Verify the firmware manufacturer",DMI005.201,PASS,
"Verify the firmware vendor",DMI006.201,PASS,
"External HDMI display in firmware",DSP002.003,PASS,
"External HDMI display in OS (Ubuntu)",DSP002.201,PASS,
"External DP display in firmware",DSP003.003,PASS,
